ResponseId;Q120;MainBranch;Age;Employment;RemotoWork;CodingActivities;EdLevel;LearnCode.1;LearnCode.2;LearnCode.3;LearnCode.4;LearnCode.5;LearnCode.6;LearnCode.7;LearnCode.8;LearnCodeOnline;LearnCodeCoursesCert;YearsCode;YearsCodePro;DevType;OrgSize;PurchaseInfluence;TechList;BuyNewTool;Country;Currency;CompTotal;LanguageHaveWorkedWith;LanguageWantToWorkWith.1;LanguageWantToWorkWith.2;LanguageWantToWorkWith.3;LanguageWantToWorkWith.4;LanguageWantToWorkWith.5;LanguageWantToWorkWith.6;LanguageWantToWorkWith.7;LanguageWantToWorkWith.8;LanguageWantToWorkWith.9;LanguageWantToWorkWith.10;LanguageWantToWorkWith.11;LanguageWantToWorkWith.12;LanguageWantToWorkWith.13;DatabaseHaveWorkedWith;DatabaseWantToWorkWith;PlatformHaveWorkedWith;PlatformWantToWorkWith;WebframeHaveWorkedWith;WebframeWantToWorkWith;MiscTechHaveWorkedWith;MiscTechWantToWorkWith;ToolsTechHaveWorkedWith;ToolsTechWantToWorkWith;NEWCollabToolsHaveWorkedWith;NEWCollabToolsWantToWorkWith;OpSysPersonal use;OpSysProfessional use;OfficeStackAsyncHaveWorkedWith;OfficeStackAsyncWantToWorkWith;OfficeStackSyncHaveWorkedWith;OfficeStackSyncWantToWorkWith;AISearchHaveWorkedWith;AISearchWantToWorkWith;AIDevHaveWorkedWith;AIDevWantToWorkWith;NEWSOSites;SOVisitFreq;SOAccount;SOPartFreq;SOComm;SOAI;AISelect;AISent;AIAcc;AIBen;AIToolInterested in Using;AIToolCurrently Using;AIToolNot interested in Using;AINextVery different;AINextNeither different nor similar;AINextSomewhat similar;AINextVery similar;AINextSomewhat different;TBranch;ICorPM;WorkExp;Knowledge_1;Knowledge_2;Knowledge_3;Knowledge_4;Knowledge_5;Knowledge_6;Knowledge_7;Knowledge_8;Frequency_1;Frequency_2;Frequency_3;TimeSearching;TimeAnswering;ProfessionalTech;Industry;SurveyLength;SurveyEase;ConvertedCompYearly
44675;I agree;I am a developer by profession;18-24 years old;Employed, full-time;Remoto;"Hobby;Professional development or self-paced learning from online courses;School or academic work";Bachelor’s degree (B.A., B.S., B.Eng., etc.);Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Coding Bootcamp;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Stack Overflow";NA;4;2;Developer, full-stack;I don’t know;I have little or no influence;NA;Start a free trial;Brazil;"BRL	Brazilian real";84000;"Java;JavaScript;Python;SQL;TypeScript";Java;JavaScript;Python;SQL;TypeScript;;;;;;;;;"H2;InfluxDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite";"H2;Microsoft SQL Server;MySQL;PostgreSQL;SQLite";NA;NA;"Angular;Node.js;Spring Boot";"Angular;Node.js;Spring Boot";RabbitMQ;RabbitMQ;Maven (build tool);Maven (build tool);"IntelliJ IDEA;Visual Studio Code";"IntelliJ IDEA;Visual Studio Code";Windows;Windows;"Confluence;Jira;Miro";"Confluence;Jira;Miro";"Discord;Microsoft Teams";"Discord;Microsoft Teams";ChatGPT;ChatGPT;GitHub Copilot;GitHub Copilot;Stack Overflow;Daily or almost daily;No;NA;Yes, definitely;NA;No, but I plan to soon;Indifferent;NA;Somewhat distrust;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;2;Neither agree nor disagree;Disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;1-2 times a week;1-2 times a week;Never;30-60 minutes a day;30-60 minutes a day;"DevOps function;Microservices;Automated testing;Observability tools;Continuous integration (CI) and (more often) continuous delivery";Financial Services;Appropriate in length;Easy;17042
44692;I agree;I am not primarily a developer, but I write code sometimes as part of my work/studies;35-44 years old;Employed, full-time;Híbrido (alguns remotos, outros presenciais);I don’t code outside of work;Master’s degree (M.A., M.S., M.Eng., MBA, etc.);Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);;;;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos";Udemy;15;10;Project manager;10,000 or more employees;I have some influence;Given a list;"Start a free trial;Ask developers I know/work with;Research companies that have advertised on sites I visit;Ask a generative AI tool";Brazil;"BRL	Brazilian real";25000;"HTML/CSS;JavaScript;PHP;Python";Go;Python;;;;;;;;;;;;MySQL;"MongoDB;MySQL";Amazon Web Services (AWS);Amazon Web Services (AWS);"Django;React;WordPress";"Django;React";NumPy;"NumPy;TensorFlow";"npm;Pip;Yarn";"npm;Pip";"Jupyter Notebook/JupyterLab;Visual Studio Code";"Jupyter Notebook/JupyterLab;Visual Studio Code";MacOS;MacOS;"Asana;Jira;Miro;Stack Overflow for Teams;Trello;Wikis";"Jira;Miro;Notion;Stack Overflow for Teams;Trello;Wikis";"Discord;Google Chat;Google Meet;Slack;Telegram;Whatsapp;Zulip";"Discord;Google Chat;Google Meet;Slack;Telegram;Whatsapp;Zulip";ChatGPT;ChatGPT;NA;NA;"Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies)";A few times per week;Yes;Less than once per month or monthly;Yes, somewhat;NA;No, but I plan to soon;Favorable;NA;Somewhat trust;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;15;Strongly agree;Strongly disagree;Disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;3-5 times a week;10+ times a week;1-2 times a week;30-60 minutes a day;30-60 minutes a day;"DevOps function;Microservices;Automated testing;Observability tools;Innersource initiative;Continuous integration (CI) and (more often) continuous delivery";Information Services, IT, Software Development, or other Technology;Appropriate in length;Easy;5072
44703;I agree;I am a developer by profession;35-44 years old;"Employed, full-time;Independent contractor, freelancer, or self-employed";Remoto;"Professional development or self-paced learning from online courses;Freelance/contract work";Master’s degree (M.A., M.S., M.Eng., MBA, etc.);Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);;;;"Blogs with tips and tricks;Books;Recorded coding sessions;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow";"Udemy;Pluralsight";17;11;Developer, full-stack;10,000 or more employees;I have little or no influence;NA;"Start a free trial;Ask developers I know/work with";Brazil;"BRL	Brazilian real";NA;"C#;HTML/CSS;Java;SQL;TypeScript;VBA;Visual Basic (.Net)";C#;HTML/CSS;SQL;TypeScript;;;;;;;;;;"Cosmos DB;Elasticsearch;Microsoft SQL Server;MongoDB;Redis";"Cosmos DB;Microsoft SQL Server;MongoDB;PostgreSQL;RavenDB;Redis";Microsoft Azure;"Amazon Web Services (AWS);Microsoft Azure";"Angular;AngularJS;ASP.NET;ASP.NET CORE;jQuery;React";"Angular;ASP.NET CORE;jQuery;React;Vue.js";".NET (5+) ;.NET Framework (1.0 - 4.8);Apache Kafka;RabbitMQ;Xamarin";".NET (5+) ;.NET MAUI;Apache Kafka;RabbitMQ";"Gradle;Kubernetes;Maven (build tool);MSBuild;npm;NuGet;Visual Studio Solution;Webpack;Yarn";"Kubernetes;MSBuild;npm;NuGet;Terraform;Unity 3D;Visual Studio Solution";"Eclipse;Netbeans;Notepad++;Visual Studio;Visual Studio Code";"Notepad++;Visual Studio;Visual Studio Code";"Ubuntu;Windows;Windows Subsystem for Linux (WSL)";"Ubuntu;Windows";"Azure Devops;Jira;Miro;Trello";"Azure Devops;Miro;Trello";"Discord;Google Chat;Google Meet;Microsoft Teams;Skype;Slack;Telegram;Whatsapp;Zoom";"Microsoft Teams;Slack;Whatsapp;Zoom";NA;NA;NA;NA;Stack Overflow;Daily or almost daily;Yes;Less than once per month or monthly;No, not really;I would like to use AI in stackoverflow;Yes;Very favorable;"Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding";Somewhat trust;"Testing code;Committing and reviewing code;Deployment and monitoring";"Writing code;Debugging and getting help";"Learning about a codebase;Documenting code;Collaborating with teammates ";;Debugging and getting help;Writing code;;;Yes;Individual contributor;11;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Strongly disagree;Strongly agree;Strongly agree;Disagree;6-10 times a week;3-5 times a week;3-5 times a week;15-30 minutes a day;Less than 15 minutes a day;None of these;Other;Appropriate in length;Easy;NA
44805;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Remoto;"Hobby;Bootstrapping a business";Professional degree (JD, MD, Ph.D, Ed.D, etc.);Other (please specify):;;;;;;;;NA;NA;10;10;Developer, full-stack;2 to 9 employees;I have some influence;Investigate;"Start a free trial;Ask a generative AI tool";Brazil;"BRL	Brazilian real";80000;"JavaScript;PHP;SQL";NA;;;;;;;;;;;;;"BigQuery;Cloud Firestore";"Firebase Realtime Database;PostgreSQL";"Cloudflare;Digital Ocean;Firebase;Google Cloud";NA;"jQuery;Laravel;Symfony";NA;NA;NA;"Composer;Docker";NA;"Notepad++;Visual Studio Code";NA;"Windows;Windows Subsystem for Linux (WSL)";Ubuntu;"Jira;Markdown File";NA;"Discord;Google Chat;Google Meet;Whatsapp";NA;ChatGPT;ChatGPT;GitHub Copilot;GitHub Copilot;Stack Overflow;A few times per month or weekly;Yes;Less than once per month or monthly;Neutral;NA;Yes;Very favorable;"Increase productivity;Speed up learning";Somewhat trust;"Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ";"Learning about a codebase;Writing code;Debugging and getting help";Project planning;;Debugging and getting help;;;"Learning about a codebase;Writing code";No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Too long;Easy;16230
44892;I agree;I am not primarily a developer, but I write code sometimes as part of my work/studies;35-44 years old;Employed, part-time;Remoto;"Hobby;Professional development or self-paced learning from online courses;Freelance/contract work;School or academic work";Master’s degree (M.A., M.S., M.Eng., MBA, etc.);Books / Physical media;Online Courses or Certification;;;;;;;NA;"edX;Coursera;Udacity";21;10;Developer, full-stack;Just me - I am a freelancer, sole proprietor, etc.;I have little or no influence;NA;"Start a free trial;Visit developer communities like Stack Overflow";Brazil;"BRL	Brazilian real";NA;"Go;HTML/CSS;JavaScript;PHP";C++;Go;Kotlin;Python;Rust;;;;;;;;;MySQL;"PostgreSQL;SQLite;Supabase";NA;NA;"CodeIgniter;jQuery;React";NA;NA;NA;"CMake;Composer;MSBuild;MSVC;npm;Pip";"CMake;Gradle;Ninja;Pip";"PhpStorm;Visual Studio Code";"Android Studio;CLion;Goland;Visual Studio Code";"Ubuntu;Windows";"Ubuntu;Windows";NA;NA;"Google Meet;Whatsapp;Zoom";"Google Meet;Whatsapp;Zoom";ChatGPT;"Bing AI;ChatGPT;Google Bard AI";GitHub Copilot;GitHub Copilot;"Stack Overflow;Stack Exchange";Multiple times per day;Yes;A few times per week;No, not really;I think it would improve the quality of questions/answers.;No, but I plan to soon;Unsure;NA;Somewhat distrust;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Too short;Easy;NA
44901;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Remoto;"Hobby;Professional development or self-paced learning from online courses";Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Stack Overflow;Programming Games";Udemy;10;9;Developer, back-end;100 to 499 employees;I have some influence;Investigate;"Start a free trial;Ask developers I know/work with;Research companies that have advertised on sites I visit";Brazil;"BRL	Brazilian real";104000;C#;HTML/CSS;JavaScript;SQL;TypeScript;;;;;;;;;;Microsoft SQL Server;"MongoDB;MySQL;PostgreSQL;Redis";Microsoft Azure;Amazon Web Services (AWS);WordPress;"ASP.NET CORE;Deno;Express;Fastify;NestJS;Next.js;Node.js;React";NA;NA;"Docker;npm;Terraform;Yarn";"Docker;Kubernetes;npm;Terraform;Yarn";Visual Studio Code;Visual Studio Code;Ubuntu;Ubuntu;NA;NA;Slack;Slack;NA;NA;NA;NA;Stack Overflow;Daily or almost daily;Yes;I have never participated in Q&A on Stack Overflow;No, not really;I'd like to have an AI helping me how can I ask my question smarter and most comprehensible.;No, but I plan to soon;Favorable;NA;Neither trust nor distrust;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;9;Strongly agree;Neither agree nor disagree;Agree;Strongly agree;Strongly agree;Agree;Agree;Agree;1-2 times a week;1-2 times a week;1-2 times a week;Less than 15 minutes a day;Less than 15 minutes a day;"DevOps function;Microservices;Automated testing;Observability tools;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery";Financial Services;Too long;Neither easy nor difficult;21099
44938;I agree;I am a developer by profession;18-24 years old;Employed, full-time;Presencial;Professional development or self-paced learning from online courses;Some college/university study without earning a degree;Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Stack Overflow;Other (Please specify):";Other;8;5;Developer, front-end;2 to 9 employees;I have some influence;Given a list;"Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2 Crowd";Brazil;"BRL	Brazilian real";42000;"HTML/CSS;JavaScript;PHP";HTML/CSS;JavaScript;PHP;Python;TypeScript;;;;;;;;;MySQL;MySQL;"Amazon Web Services (AWS);Firebase";"Amazon Web Services (AWS);Firebase";"Laravel;Vue.js";"Laravel;Vue.js";React Native;React Native;"Composer;npm;Vite;Webpack";"Composer;npm;Vite";Visual Studio Code;Visual Studio Code;Other Linux-based;Other Linux-based;"Jira;Trello";"Jira;Trello";"Google Chat;Whatsapp";"Google Chat;Whatsapp";NA;NA;NA;NA;"Stack Overflow;Stack Exchange";Daily or almost daily;Yes;Daily or almost daily;Yes, somewhat;"For now, I believe AI doesn't have the same feeling as a human, so it's a ""no"" for its use regarding my experience on this site.";No, and I don't plan to;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;5;Disagree;NA;NA;NA;NA;NA;NA;NA;3-5 times a week;10+ times a week;Never;30-60 minutes a day;15-30 minutes a day;Microservices;Information Services, IT, Software Development, or other Technology;Appropriate in length;Neither easy nor difficult;8521
44943;I agree;I am a developer by profession;35-44 years old;Employed, full-time;Presencial;I don’t code outside of work;Something else;Books / Physical media;Colleague;Friend or family member;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);;"Blogs with tips and tricks;Video-based Online Courses;Written-based Online Courses;Stack Overflow";"Udemy;Udacity";18;16;Developer, front-end;2 to 9 employees;I have little or no influence;NA;Ask developers I know/work with;Brazil;"BRL	Brazilian real";112848;"HTML/CSS;Java;JavaScript;PHP;Ruby";Elixir;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;;;;;;;Microsoft Access;"MySQL;PostgreSQL";NA;NA;"AngularJS;ASP.NET;CodeIgniter;jQuery;Node.js;Ruby on Rails;WordPress";"CodeIgniter;Node.js;Phoenix;Ruby on Rails";NA;NA;npm;npm;"Android Studio;Eclipse;Netbeans;Notepad++;Sublime Text;TextMate;Visual Studio Code;Xcode";Visual Studio Code;"Android;MacOS";MacOS;"Asana;Jira;Notion;Trello";Jira;"Discord;Google Chat;Google Meet;IRC;Skype;Slack;Telegram;Whatsapp";"Slack;Telegram;Whatsapp";ChatGPT;"ChatGPT;Google Bard AI";NA;NA;Stack Overflow;Daily or almost daily;Yes;I have never participated in Q&A on Stack Overflow;No, not at all;nice;Yes;Indifferent;NA;Neither trust nor distrust;"Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code";;"Learning about a codebase;Deployment and monitoring;Collaborating with teammates ";NA;NA;NA;NA;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Neither easy nor difficult;22894
44979;I agree;I am a developer by profession;18-24 years old;Employed, part-time;Presencial;"Hobby;School or academic work";Some college/university study without earning a degree;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Video-based Online Courses;Click to write Choice 20;Stack Overflow";"edX;Udemy";3;Less than 1 year;Developer, back-end;20 to 99 employees;I have little or no influence;NA;"Start a free trial;Ask developers I know/work with";Brazil;"BRL	Brazilian real";18000;"C#;HTML/CSS";C;C#;C++;HTML/CSS;JavaScript;Python;Rust;TypeScript;;;;;;Microsoft SQL Server;"BigQuery;Elasticsearch;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;Snowflake";Microsoft Azure;"Amazon Web Services (AWS);Google Cloud;Microsoft Azure";"ASP.NET;ASP.NET CORE";"Angular;ASP.NET;ASP.NET CORE;Django;Express;FastAPI;Next.js;Node.js";".NET (5+) ;.NET Framework (1.0 - 4.8)";".NET (5+) ;Apache Kafka;Apache Spark;NumPy;Pandas;Qt;RabbitMQ;React Native;TensorFlow;Torch/PyTorch";NuGet;"Cargo;Docker;NuGet;Pip";Visual Studio Code;"CLion;Visual Studio;Visual Studio Code";"Ubuntu;Windows";Windows;Azure Devops;Azure Devops;"Microsoft Teams;Whatsapp";"Microsoft Teams;Whatsapp";ChatGPT;ChatGPT;NA;NA;"Stack Overflow;Stack Exchange";Multiple times per day;Yes;I have never participated in Q&A on Stack Overflow;Yes, somewhat;I like;Yes;Very favorable;Increase productivity;Neither trust nor distrust;;"Learning about a codebase;Writing code;Documenting code";;"Writing code;Documenting code";;;;Learning about a codebase;Yes;Individual contributor;1;Agree;Neither agree nor disagree;Agree;Agree;Agree;Disagree;Strongly agree;Neither agree nor disagree;1-2 times a week;1-2 times a week;1-2 times a week;30-60 minutes a day;30-60 minutes a day;"DevOps function;Microservices;Automated testing;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery";Financial Services;Too long;Neither easy nor difficult;3652
45038;I agree;I am a developer by profession;35-44 years old;Employed, full-time;Híbrido (alguns remotos, outros presenciais);Hobby;Some college/university study without earning a degree;Books / Physical media;Colleague;Friend or family member;Other online resources (e.g., videos, blogs, forum);;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Written Tutorials;Click to write Choice 20;Stack Overflow";NA;24;20;Senior Executive (C-Suite, VP, etc.);20 to 99 employees;I have a great deal of influence;Investigate;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd;Ask a generative AI tool";Brazil;"BRL	Brazilian real";NA;"Bash/Shell (all shells);Java;JavaScript;TypeScript";Java;JavaScript;TypeScript;;;;;;;;;;;NA;NA;"Cloudflare;Digital Ocean;Google Cloud;Linode, now Akamai";"Cloudflare;Digital Ocean;Google Cloud;Linode, now Akamai";"AngularJS;Express;jQuery";Vue.js;NA;NA;"npm;Yarn";"npm;Yarn";Atom;Visual Studio Code;MacOS;MacOS;Trello;Trello;Slack;Slack;ChatGPT;ChatGPT;NA;NA;"Stack Overflow;Stack Exchange";A few times per month or weekly;Yes;I have never participated in Q&A on Stack Overflow;No, not really;Awesome! ChatGPT has replaced most of my Google/StackOverflow combo nowadays. For StackOverflow, I think it's a survival matter.;Yes;Very favorable;"Other (please explain);Increase productivity;Speed up learning";Neither trust nor distrust;"Learning about a codebase;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ";"Writing code;Other (please describe)";Project planning;Other (please describe);;;;Writing code;Yes;People manager;20;Agree;Disagree;Strongly agree;Strongly agree;Strongly agree;Agree;Disagree;Agree;3-5 times a week;3-5 times a week;1-2 times a week;15-30 minutes a day;30-60 minutes a day;"Automated testing;Developer portal or other central places to find tools/services";Information Services, IT, Software Development, or other Technology;Too long;Easy;NA
